Scenario - GoNoGo_Original
Logfile written - 10/25/2018 15:45:05

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

492	0	Text Input	1	14712	14712	0
492	0	Text Input	1	23895	23895	0
492	1	Response	1	56333	32334	0
492	1	Response	1	102325	78325	0
492	1	Response	1	124871	100871	0
492	1	Response	1	137476	113476	0
492	1	Response	1	143533	119533	0
492	1	Response	1	149268	125268	0
492	1	Response	1	155495	131496	0
492	1	Response	1	160815	136816	0
492	1	Response	1	163524	139524	0
492	1	Response	1	165736	141736	0
492	1	Response	1	167981	143981	0
492	1	Response	1	169482	145482	0
492	1	Response	1	171058	147059	0
492	1	Response	1	172990	148990	0
492	1	Response	1	196438	172438	0
492	1	Response	1	199753	175753	0
492	1	Response	1	201872	177872	0
492	1	Response	1	206919	182920	0
492	1	Response	1	208572	184572	0
492	1	Response	2	247040	223041	0
492	2	Quit		266443	19243	NA
